verb_fr	verb_de	noun_fr	noun_de
stocker	lagern	la marchandise	die Ware
stocker	lagern	la nourriture	die Nahrung
stocker	lagern	le produit	das Produkt
stopper	stoppen	la machine	die Maschine
stopper	stoppen	le mouvement	die Bewegung
stopper	stoppen	le processus	der Prozess
stresser	stressen	la personne	die Person
stresser	stressen	la situation	die Situation
stresser	stressen	le travail	die Arbeit
structurer	strukturieren	l'organisation	die Organisation
structurer	strukturieren	le document	das Dokument
structurer	strukturieren	le projet	das Projekt
stupéfaire	verblüffen	l'audience	die Zuhörerschaft
stupéfaire	verblüffen	la personne	die Person
stupéfaire	verblüffen	le spectateur	der Zuschauer
styliser	stilisieren	le design	das Design
stéréotyper	stereotypisieren	la caractéristique	das Merkmal
stéréotyper	stereotypisieren	la personne	die Person
stéréotyper	stereotypisieren	le groupe	der Gruppe
subir	erleiden	la pression	der Druck
subir	erleiden	un changement	die Veränderung
subjuguer	unterwerfen	l'ennemi	der Feind
subjuguer	unterwerfen	la nation	die Nation
subjuguer	unterwerfen	le peuple	das Volk
sublimer	sublimieren	l'art	die Kunst
submerger	überfluten	la chambre	das Zimmer
submerger	überfluten	la ville	die Stadt
submerger	überfluten	la zone	die Zone
subordonner	unterordnen	l'élément	das Element
subordonner	unterordnen	la tâche	die Aufgabe
subordonner	unterordnen	le sujet	das Thema
subsister	bestehen	l'épreuve	die Prüfung
subsister	bestehen	la situation	die Situation
subsister	bestehen	temps	die Zeit
substituer	ersetzen	l'ingrédient	der Bestandteil
substituer	ersetzen	le membre	das Mitglied
substituer	ersetzen	le produit	das Produkt
subvenir	unterstützen	la famille	die Familie
subvenir	unterstützen	la situation	die Situation
subvenir	unterstützen	le besoin	das Bedürfnis
subventionner	subventionieren	l'association	die Vereinigung
subventionner	subventionieren	l'entreprise	die Firma
subventionner	subventionieren	le projet	das Projekt
succomber	erliegen	la maladie	die Krankheit
succomber	erliegen	la pression	der Druck
succomber	erliegen	la tentation	die Versuchung
succéder	nachfolgen	la fonction	die Funktion
succéder	nachfolgen	le poste	der Posten
succéder	nachfolgen	le roi	der König
sucrer	zucker	le café	der Kaffee
sucrer	zucker	le dessert	der Nachtisch
sucrer	zucker	le thé	der Tee
suer	schwitzen	le corps	der Körper
suer	schwitzen	le visage	das Gesicht
suffire	ausreichen	temps	die Zeit
suggérer	vorschlagen	l'idée	die Idee
suggérer	vorschlagen	la solution	die Lösung
suggérer	vorschlagen	un changement	die Veränderung
suivre	folgen	l'exemple	das Beispiel
suivre	folgen	le chemin	der Weg
superviser	überwachen	l'équipe	die Mannschaft
superviser	überwachen	le projet	das Projekt
superviser	überwachen	le travail	die Arbeit
supplanter	ersetzen	la personne	die Person
supplanter	ersetzen	le produit	das Produkt
supplanter	ersetzen	le service	der Dienst
supplier	bitten	l'aide	die Hilfe
supplier	bitten	le pardon	die Entschuldigung
supplier	bitten	temps	die Zeit
supporter	unterstützen	l'idée	die Idee
supporter	unterstützen	la cause	die Ursache
supporter	unterstützen	la personne	die Person
supposer	annehmen	l'hypothèse	die Hypothese
supposer	annehmen	l'idée	die Idee
supposer	annehmen	la situation	die Situation
supprimer	löschen	le document	das Dokument
supprimer	löschen	le message	die Nachricht
surcharger	überlasten	la responsabilité	die Verantwortung
surcharger	überlasten	le système	das System
surcharger	überlasten	le travail	die Arbeit
surdimensionner	überdimensionieren	l'espace	der Raum
surdimensionner	überdimensionieren	l'objet	der Gegenstand
surdimensionner	überdimensionieren	le projet	das Projekt
surfer	surfen	internet	das Internet
surfer	surfen	le site	die Seite
surgir	auftauchen	l'occasion	die Gelegenheit
surgir	auftauchen	la situation	die Situation
surgir	auftauchen	le problème	das Problem
surmener	überanstrengen	la personne	die Person
surmener	überanstrengen	la tâche	die Aufgabe
surmener	überanstrengen	le travail	die Arbeit
surmonter	überwinden	l'obstacle	das Hindernis
surmonter	überwinden	la difficulté	die Schwierigkeit
surmonter	überwinden	la peur	die Angst
surnommer	nennen	l'animal	das Tier
surnommer	nennen	la personne	die Person
surnommer	nennen	le lieu	der Ort
surprendre	überraschen	l'ami	der Freund
surprendre	überraschen	la nouvelle	die Nachricht
surprendre	überraschen	le visiteur	der Besucher
sursauter	zusammenzucken	le bruit	der Lärm
sursauter	zusammenzucken	le choc	der Schock
sursauter	zusammenzucken	une surprise	die Überraschung
surtaxer	besteuern	la transaction	die Transaktion
surtaxer	besteuern	le produit	das Produkt
surtaxer	besteuern	le revenu	das Einkommen
surveiller	überwachen	l'activité	die Aktivität
surveiller	überwachen	l'enfant	das Kind
surveiller	überwachen	la situation	die Situation
survenir	eintreten	l'incident	der Vorfall
survenir	eintreten	l'événement	das Ereignis
survenir	eintreten	le problème	das Problem
survivre	überleben	l'accident	der Unfall
survivre	überleben	la catastrophe	die Katastrophe
survivre	überleben	la situation	die Situation
survoler	überfliegen	la ville	die Stadt
survoler	überfliegen	le paysage	die Landschaft
survoler	überfliegen	le territoire	das Gebiet
surélever	erhöhen	la structure	die Struktur
surélever	erhöhen	le sol	der Boden
susciter	auslösen	l'intérêt	das Interesse
susciter	auslösen	l'émotion	die Emotion
susciter	auslösen	la réaction	die Reaktion
suspecter	verdächtigen	la personne	die Person
suspecter	verdächtigen	la situation	die Situation
suspecter	verdächtigen	le comportement	das Verhalten
suspendre	aufhängen	l'objet	der Gegenstand
suspendre	aufhängen	la décision	die Entscheidung
suspendre	aufhängen	le travail	die Arbeit
suturer	nähen	la blessure	die Verletzung
suturer	nähen	la peau	die Haut
suturer	nähen	le tissu	der Stoff
symboliser	symbolisieren	l'idée	die Idee
symboliser	symbolisieren	l'objet	der Gegenstand
symboliser	symbolisieren	la couleur	die Farbe
sympathiser	sympathisieren	l'ami	der Freund
sympathiser	sympathisieren	la personne	die Person
sympathiser	sympathisieren	le groupe	der Gruppe
synchroniser	synchronisieren	l'horloge	die Uhr
synchroniser	synchronisieren	la vidéo	das Video
synthétiser	synthetisieren	l'information	die Information
sécuriser	sichern	l'endroit	der Ort
sécuriser	sichern	la situation	die Situation
sédentariser	sesshaft machen	l'individu	das Individuum
sédentariser	sesshaft machen	la communauté	die Gemeinschaft
sédentariser	sesshaft machen	la population	die Bevölkerung
séduire	verführen	l'audience	die Zuhörerschaft
séduire	verführen	la personne	die Person
séduire	verführen	le client	der Kunde
séjourner	verweilen	l'hôtel	das Hotel
séjourner	verweilen	la maison	das Haus
séjourner	verweilen	la ville	die Stadt
sélectionner	auswählen	l'échantillon	die Probe
sélectionner	auswählen	le candidat	der Kandidat
sélectionner	auswählen	le produit	das Produkt
sériser	reihen	l'article	der Artikel
sériser	reihen	le dossier	die Akte
sériser	reihen	le produit	das Produkt
sévir	wüten	la loi	das Gesetz
sévir	wüten	la tempête	der Sturm
sévir	wüten	la violence	die Gewalt
tabler	tischten	la stratégie	die Strategie
tabler	tischten	le plan	der Plan
tabler	tischten	le projet	das Projekt
tacher	beflecken	la chemise	das Hemd
tacher	beflecken	le mur	die Wand
tacher	beflecken	le tissu	der Stoff
tacheter	flecken	le mur	die Wand
tacheter	flecken	le tissu	der Stoff
tacheter	flecken	le vêtement	das Kleidungsstück
taillader	einschneiden	la peau	die Haut
taillader	einschneiden	le papier	das Papier
taillader	einschneiden	le tissu	der Stoff
tailler	schneiden	la plante	die Pflanze
tailler	schneiden	le crayon	der Bleistift
tailler	schneiden	le vêtement	das Kleidungsstück
taire	schweigen	l'information	die Information
taire	schweigen	la vérité	die Wahrheit
taire	schweigen	le secret	das Geheimnis
talonner	verfolgen	l'adversaire	der Gegner
talonner	verfolgen	l'objectif	das Ziel
talonner	verfolgen	le coureur	der Läufer
tambouriner	trommeln	la musique	die Musik
tambouriner	trommeln	le rythme	der Rhythmus
tambouriner	trommeln	le tambour	die Trommel
tancer	rügen	l'employé	der Angestellte
tancer	rügen	l'enfant	das Kind
tancer	rügen	l'élève	der Schüler
tanner	gerben	la peau	die Haut
tanner	gerben	le cuir	das Leder
tanner	gerben	le matériau	das Material
taper	tippen	la lettre	der Brief
taper	tippen	le numéro	die Nummer
taper	tippen	le texte	der Text
tapisser	tapezieren	la pièce	das Stück
tapisser	tapezieren	la surface	die Oberfläche
tapisser	tapezieren	le mur	die Wand
tapoter	tippen	l'écran	der Bildschirm
tapoter	tippen	le clavier	die Tastatur
tapoter	tippen	le papier	das Papier
tarder	sich verspäten	la réponse	die Antwort
tarder	sich verspäten	le rendez-vous	der Termin
tarder	sich verspäten	le train	der Zug
tarir	versiegen	la ressource	die Ressource
tarir	versiegen	la réserve	die Reserve
tarir	versiegen	la source	die Quelle
tasser	pressen	la terre	die Erde
tasser	pressen	le matériau	das Material
tasser	pressen	le sable	der Sand
tatouer	tätowieren	la peau	die Haut
tatouer	tätowieren	le dessin	die Zeichnung
tatouer	tätowieren	le motif	das Motiv
taxer	besteuern	le produit	das Produkt
taxer	besteuern	le revenu	das Einkommen
taxer	besteuern	le service	der Dienst
teindre	färben	le tissu	der Stoff
teinter	tönen	le tissu	der Stoff
teinter	tönen	le verre	das Glas
tempérer	mildern	la réaction	die Reaktion
tempérer	mildern	la situation	die Situation
tempérer	mildern	le climat	das Klima
tendre	dehnen	la corde	das Seil
tendre	dehnen	la main	die Hand
tendre	dehnen	le muscle	der Muskel
tenir	halten	l'objet	der Gegenstand
tenir	halten	la main	die Hand
tenir	halten	la promesse	das Versprechen
tenter	versuchen	l'approche	der Ansatz
tenter	versuchen	l'expérience	die Erfahrung
tenter	versuchen	la chance	das Glück
terminer	beenden	le projet	das Projekt
terminer	beenden	le travail	die Arbeit
ternir	trüben	l'image	das Bild
ternir	trüben	la couleur	die Farbe
ternir	trüben	la réputation	der Ruf
terrer	vergraben	l'objet	der Gegenstand
terrer	vergraben	le déchet	der Abfall
terrer	vergraben	le trésor	der Schatz
terrifier	erschrecken	l'audience	die Zuhörerschaft
terrifier	erschrecken	l'enfant	das Kind
terrifier	erschrecken	le spectateur	der Zuschauer
terroriser	terrorisieren	la population	die Bevölkerung
terroriser	terrorisieren	la situation	die Situation
terroriser	terrorisieren	la victime	das Opfer
tester	testen	l'échantillon	die Probe
tester	testen	le logiciel	die Software
tester	testen	le produit	das Produkt
théoriser	theoretisieren	l'hypothèse	die Hypothese
théoriser	theoretisieren	l'idée	die Idee
théoriser	theoretisieren	le concept	das Konzept
tinter	läuten	heure	die Stunde
tinter	läuten	la cloche	die Glocke
tirailler	zerren	l'objet	der Gegenstand
tirailler	zerren	la corde	das Seil
tirailler	zerren	le tissu	der Stoff
tirer	ziehen	l'arme	die Waffe
tirer	ziehen	l'objet	der Gegenstand
tirer	ziehen	la corde	das Seil
tisser	weben	l'histoire	die Geschichte
tisser	weben	le réseau	das Netzwerk
tisser	weben	le tissu	der Stoff
tolérer	tolerieren	l'avis	die Meinung
tolérer	tolerieren	la situation	die Situation
tolérer	tolerieren	le comportement	das Verhalten
tomber	fallen	l'objet	der Gegenstand
tomber	fallen	la personne	die Person
tomber	fallen	la pluie	der Regen
tomer	fallen	l'objet	der Gegenstand
tomer	fallen	la personne	die Person
tomer	fallen	la plante	die Pflanze
tonitruer	tönen	la voix	die Stimme
tonitruer	tönen	le bruit	der Lärm
topper	zustimmen	l'idée	die Idee
topper	zustimmen	le plan	der Plan
topper	zustimmen	une proposition	der Vorschlag
tordre	drehen	l'objet	der Gegenstand
tordre	drehen	le fil	der Faden
tordre	drehen	le tissu	der Stoff
torturer	quälen	l'animal	das Tier
torturer	quälen	la personne	die Person
torturer	quälen	la victime	das Opfer
totaliser	summieren	le chiffre	die Zahl
totaliser	summieren	le montant	der Betrag
toucher	berühren	l'objet	der Gegenstand
toucher	berühren	la personne	die Person
touiller	umrühren	la pâte	der Teig
touiller	umrühren	la soupe	die Suppe
touiller	umrühren	le mélange	die Mischung
tourmenter	quälen	l'esprit	der Geist
tourmenter	quälen	le coeur	das Herz
tourmenter	quälen	le sommeil	der Schlaf
tourner	drehen	la clé	der Schlüssel
tourner	drehen	la page	die Seite
tourner	drehen	le coin	die Ecke
tousser	husten	la maladie	die Krankheit
tousser	husten	la toux	der Husten
tousser	husten	le symptôme	das Symptom
tracer	zeichnen	la ligne	die Linie
tracer	zeichnen	le chemin	der Weg
tracer	zeichnen	le plan	der Plan
traduire	übersetzen	la phrase	der Satz
traduire	übersetzen	le document	das Dokument
traduire	übersetzen	le texte	der Text
trahir	verraten	l'ami	der Freund
trahir	verraten	la confiance	das Vertrauen
trahir	verraten	le secret	das Geheimnis
traire	melken	la chèvre	die Ziege
traire	melken	la vache	die Kuh
traire	melken	le lait	die Milch
traiter	behandeln	le cas	der Fall
traiter	behandeln	le problème	das Problem
traiter	behandeln	le sujet	das Thema
trancher	schneiden	la viande	das Fleisch
trancher	schneiden	le pain	das Brot
trancher	schneiden	le papier	das Papier
transcrire	transkribieren	l'enregistrement	die Aufnahme
transcrire	transkribieren	le document	das Dokument
transcrire	transkribieren	le texte	der Text
transfigurer	verwandeln	l'objet	der Gegenstand
transfigurer	verwandeln	la personne	die Person
transfigurer	verwandeln	la situation	die Situation
transformer	verwandeln	l'espace	der Raum
transformer	verwandeln	l'objet	der Gegenstand
transformer	verwandeln	la situation	die Situation
transférer	übertragen	l'appel	der Aufruf
transgresser	übertreten	la loi	das Gesetz
transgresser	übertreten	la norme	die Norm
transgresser	übertreten	la règle	die Regel
transir	zittern	l'émotion	die Emotion
transir	zittern	la peur	die Angst
transiter	durchreisen	la zone	die Zone
transiter	durchreisen	le pays	das Land
transiter	durchreisen	le territoire	das Gebiet
transmettre	übertragen	l'information	die Information
transmettre	übertragen	le message	die Nachricht
transmettre	übertragen	le signal	das Signal
transparaître	durchscheinen	l'image	das Bild
transparaître	durchscheinen	l'émotion	die Emotion
transparaître	durchscheinen	la lumière	das Licht
transpercer	durchbohren	l'objet	der Gegenstand
transpercer	durchbohren	la peau	die Haut
transpercer	durchbohren	le mur	die Wand
transpirer	schwitzen	le corps	der Körper
transpirer	schwitzen	le visage	das Gesicht
transporter	transportieren	l'objet	der Gegenstand
transporter	transportieren	la marchandise	die Ware
transporter	transportieren	le passager	der Passagier
transposer	transponieren	l'information	die Information
transposer	transponieren	la musique	die Musik
traquer	verfolgen	l'animal	das Tier
traquer	verfolgen	la cible	das Ziel
travailler	arbeiten	l'entreprise	die Firma
travailler	arbeiten	l'équipe	die Mannschaft
travailler	arbeiten	le projet	das Projekt
traverser	überqueren	la route	die Straße
traverser	überqueren	la rue	die Straße
traverser	überqueren	le pont	die Brücke
traînasser	herumtrödeln	la journée	der Tag
traînasser	herumtrödeln	le moment	der Moment
traînasser	herumtrödeln	temps	die Zeit
traîner	herumhängen	l'ami	der Freund
traîner	herumhängen	l'endroit	der Ort
traîner	herumhängen	temps	die Zeit
trembler	zittern	la peur	die Angst
trembler	zittern	la terre	die Erde
tremper	tauchen	l'objet	der Gegenstand
tremper	tauchen	le pain	das Brot
tremper	tauchen	le vêtement	das Kleidungsstück
tressaillir	zucken	l'épaule	die Schulter
tressaillir	zucken	la main	die Hand
tressaillir	zucken	le corps	der Körper
tricher	schummeln	l'examen	die Prüfung
tricher	schummeln	le jeu	das Spiel
tricher	schummeln	le test	der Test
trimballer	herumtragen	l'enfant	das Kind
trimballer	herumtragen	le sac	die Tasche
trimer	schuften	jour	der Tag
trimer	schuften	la tâche	die Aufgabe
trimer	schuften	le travail	die Arbeit
trinquer	anstoßen	le champagne	der Champagner
trinquer	anstoßen	le verre	das Glas
trinquer	anstoßen	le vin	der Wein
triompher	triomphieren	la compétition	der Wettbewerb
triompher	triomphieren	la victoire	der Sieg
