source_display	target	card_type	level	word_class	gender	flelex_word	freq_total
le rhumatisme	Rheuma	words	C1	noun	masculine	rhumatisme	0.05
la rigole	Wassergraben	words	C1	noun	feminine	rigole	0.05
le scoubidou	Scoubidou	words	C1	noun	masculine	scoubidou	0.05
signataire	Unterzeichner	words	C1	noun		signataire	0.05
sociable	offen	words	C1	adjective		sociable	0.05
le sosie	Doppelgänger	words	C1	noun	masculine	sosie	0.05
le substrat	Substrat	words	C1	noun	masculine	substrat	0.05
la tablette	Brett	words	C1	noun	feminine	tablette	0.05
la tresse	Zopf	words	C1	noun	feminine	tresse	0.05
la trombe	Trombe	words	C1	noun	feminine	trombe	0.05
le tutoiement	Duzen	words	C1	noun	masculine	tutoiement	0.05
ustensile	Werkzeug	words	C1	adjective	masculine	ustensile	0.05
l' usurier	Wucherer	words	C1	noun	masculine	usurier	0.05
utopiste	Utopist	words	C1	adjective		utopiste	0.05
vigoureux	robust	words	C1	adjective		vigoureux	0.05
le vouvoiement	Siezen	words	C1	noun	masculine	vouvoiement	0.05
infatigable	unermüdlich	words	C1	adjective		infatigable	0.05
pentu	abfallend	words	C1	adjective		pentu	0.05
sans	ohne	words	C1	conjunction		sans	0.05
la sibylle	Sibylle	words	C1	noun	feminine	sibylle	0.05
la nageoire	Flosse	words	C2	noun	feminine	nageoire	0.43
la divergence	Abweichung	words	C2	noun	feminine	divergence	0.39
heuristique	Heuristik	words	C2	adjective	feminine	heuristique	0.33
sexiste	sexistisch	words	C2	adjective		sexiste	0.29
assidu	emsig	words	C2	adjective		assidu	0.29
la branchie	Kieme	words	C2	noun	feminine	branchie	0.29
le glucose	Glucose	words	C2	noun	masculine	glucose	0.29
l' opercule	Kieme	words	C2	noun	masculine	opercule	0.29
pollinisateur	Bestäuber	words	C2	adjective	masculine	pollinisateur	0.26
fictionnel	fiktional	words	C2	adjective		fictionnel	0.20
le leurre	Köder	words	C2	noun	masculine	leurre	0.20
concocter	ausbrüten	words	C2	verb		concocter	0.20
le contentieux	Streitsache	words	C2	noun	masculine	contentieux	0.20
galvaniser	verzinken	words	C2	verb		galvaniser	0.20
pulmonaire	Lungenkraut	words	C2	adjective	feminine	pulmonaire	0.20
raviver	wieder anfachen	words	C2	verb		raviver	0.20
l' abstraction	Abstraktum	words	C2	noun	feminine	abstraction	0.14
l' acacia	Akazie	words	C2	noun	masculine	acacia	0.14
affluer	strömen	words	C2	verb		affluer	0.14
l' allocution	Anrede	words	C2	noun	feminine	allocution	0.14
l' antifascisme	Antifaschismus	words	C2	noun	masculine	antifascisme	0.14
assujettir	unterwerfen	words	C2	verb		assujettir	0.14
l' atavisme	Atavismus	words	C2	noun	masculine	atavisme	0.14
le carcan	Halseisen	words	C2	noun	masculine	carcan	0.14
chantre	Sänger	words	C2	noun		chantre	0.14
la clairvoyance	Einsicht	words	C2	noun	feminine	clairvoyance	0.14
cliver	spalten	words	C2	verb		cliver	0.14
le colonialisme	Kolonialismus	words	C2	noun	masculine	colonialisme	0.14
consistant	deftig	words	C2	adjective		consistant	0.14
la cotation	Notiz	words	C2	noun	feminine	cotation	0.14
dermique	dermal	words	C2	adjective		dermique	0.14
diacre	Diakon	words	C2	noun		diacre	0.14
la diglossie	Diglossie	words	C2	noun	feminine	diglossie	0.14
la distorsion	Verzerrung	words	C2	noun	feminine	distorsion	0.14
distractif	unterhaltsam	words	C2	adjective		distractif	0.14
docile	zahm	words	C2	adjective		docile	0.14
estomper	verblassen	words	C2	verb		estomper	0.14
le faiseur	Macher	words	C2	noun	masculine	faiseur	0.14
le fat	selbstzufrieden	words	C2	noun	masculine	fat	0.14
la fragilisation	Versprödung	words	C2	noun	feminine	fragilisation	0.14
la fratrie	Geschwister	words	C2	noun	feminine	fratrie	0.14
fusionner	verschmelzen	words	C2	verb		fusionner	0.14
la glande	Drüse	words	C2	noun	feminine	glande	0.14
le Guarani	Guarani	words	C2	noun	masculine	guarani	0.14
l' hiatus	Hiatus	words	C2	noun	masculine	hiatus	0.14
l' incitant	Anreiz	words	C2	noun	masculine	incitant	0.14
inexorable	gnadenlos	words	C2	adjective		inexorable	0.14
instructif	lehrreich	words	C2	adjective		instructif	0.14
instrumental	Instrumental	words	C2	adjective	masculine	instrumental	0.14
intuitivement	gefühlsmäßig	words	C2	adverb		intuitivement	0.14
le laboureur	Bauer	words	C2	noun	masculine	laboureur	0.14
le lipide	Fettsäure	words	C2	noun	masculine	lipide	0.14
la maintenance	Wartung	words	C2	noun	feminine	maintenance	0.14
manifeste	deutlich	words	C2	adjective		manifeste	0.14
la marionnette	Handpuppe	words	C2	noun	feminine	marionnette	0.14
le marquage	Markierung	words	C2	noun	masculine	marquage	0.14
le masochisme	Masochismus	words	C2	noun	masculine	masochisme	0.14
le museau	Fresse	words	C2	noun	masculine	museau	0.14
narratif	erzählend	words	C2	adjective		narratif	0.14
net	deutlich	words	C2	adverb		net	0.14
l' ordonnancement	Ablaufplan	words	C2	noun	masculine	ordonnancement	0.14
l' orteil	Zeh	words	C2	noun	masculine	orteil	0.14
otage	Geisel	words	C2	noun		otage	0.14
outrepasser	Überwinden	words	C2	verb		outrepasser	0.14
l' oxydation	Oxidation	words	C2	noun	feminine	oxydation	0.14
le palliatif	Schmerzlinderungsmittel	words	C2	noun	masculine	palliatif	0.14
le patronyme	Patronym	words	C2	noun	masculine	patronyme	0.14
la pesanteur	Schwere	words	C2	noun	feminine	pesanteur	0.14
le pluriel	Plural	words	C2	noun	masculine	pluriel	0.14
la psychanalyse	Psychoanalyse	words	C2	noun	feminine	psychanalyse	0.14
le radius	Radius	words	C2	noun	masculine	radius	0.14
rassembler	anhäufen	words	C2	noun		rassembler	0.14
la recension	Rezension	words	C2	noun	feminine	recension	0.14
le renversement	Umkehrung	words	C2	noun	masculine	renversement	0.14
restaurateur	Gastwirt	words	C2	adjective	masculine	restaurateur	0.14
la rocaille	Steingarten	words	C2	noun	feminine	rocaille	0.14
le Saxon	Sachse	words	C2	noun	masculine	saxon	0.14
soluble	lösbar	words	C2	adjective		soluble	0.14
sporadiquement	sporadisch	words	C2	adverb		sporadiquement	0.14
la stagnation	Stagnation	words	C2	noun	feminine	stagnation	0.14
statutaire	satzungsgemäẞ	words	C2	adjective		statutaire	0.14
la surproduction	Überproduktion	words	C2	noun	feminine	surproduction	0.14
le syntagme	Phrase	words	C2	noun	masculine	syntagme	0.14
la syntaxe	Syntax	words	C2	noun	feminine	syntaxe	0.14
tyrannique	machthaberisch	words	C2	adjective		tyrannique	0.14
ubuesque	absurd	words	C2	adjective		ubuesque	0.14
la vascularisation	Vaskularisation	words	C2	noun	feminine	vascularisation	0.14
vaseux	schlammig	words	C2	adjective		vaseux	0.14
le violoncelle	Cello	words	C2	noun	masculine	violoncelle	0.14
l' agrume	Zitrusfrucht	words	C2	noun	masculine	agrume	0.13
la drosophile	Drosophila	words	C2	noun	feminine	drosophile	0.13
l' aboutissement	Folge	words	C2	noun	masculine	aboutissement	0.10
acide	sauer	words	C2	adjective		acide	0.10
l' activisme	Aktivismus	words	C2	noun	masculine	activisme	0.10
l' amortissement	Absetzung	words	C2	noun	masculine	amortissement	0.10
l' argumentaire	Argumentarium	words	C2	noun	masculine	argumentaire	0.10
l' avarie	Bruch	words	C2	noun	feminine	avarie	0.10
le berceau	Wiege	words	C2	noun	masculine	berceau	0.10
la biomasse	Biomasse	words	C2	noun	feminine	biomasse	0.10
brasser	brauen	words	C2	verb		brasser	0.10
cabrer	Flugzeug hochziehen	words	C2	verb		cabrer	0.10
choyer	hätscheln	words	C2	verb		choyer	0.10
la colonisation	Kolonisation	words	C2	noun	feminine	colonisation	0.10
la combustion	Tumult	words	C2	noun	feminine	combustion	0.10
la configuration	Konfiguration	words	C2	noun	feminine	configuration	0.10
conforter	bestärken	words	C2	verb		conforter	0.10
duel	Zweikampf	words	C2	adjective	masculine	duel	0.10
l' embonpoint	Korpulenz	words	C2	noun	masculine	embonpoint	0.10
l' encouragement	Förderung	words	C2	noun	masculine	encouragement	0.10
l' endettement	Verschuldung	words	C2	noun	masculine	endettement	0.10
enhardir	ermutigen	words	C2	verb		enhardir	0.10
exhaustif	anstrengend	words	C2	adjective		exhaustif	0.10
extrapoler	extrapolieren	words	C2	verb		extrapoler	0.10
exulter	jubeln	words	C2	verb		exulter	0.10
le Gardon	Gardon	words	C2	noun	masculine	gardon	0.10
la greffe	Pfropfung	words	C2	noun	feminine	greffe	0.10
l' hydrate	Hydrat	words	C2	noun	masculine	hydrate	0.10
immiscer	einmischen	words	C2	verb		immiscer	0.10
l' immobilisation	Stillstand	words	C2	noun	feminine	immobilisation	0.10
l' incitation	Trieb	words	C2	noun	feminine	incitation	0.10
indissociable	unablösbar	words	C2	adjective		indissociable	0.10
l' infarctus	Infarkt	words	C2	noun	masculine	infarctus	0.10
la magistrature	Jury	words	C2	noun	feminine	magistrature	0.10
le maquereau	Makrele	words	C2	noun	masculine	maquereau	0.10
monarchiste	Monarchist	words	C2	adjective		monarchiste	0.10
nonante	neunzig	words	C2	adjective	masculine	nonante	0.10
l' obstruction	Hindernis	words	C2	noun	feminine	obstruction	0.10
la pharmacologie	Pharmakologie	words	C2	noun	feminine	pharmacologie	0.10
plafonner	in Gipfelhöhe fliegen	words	C2	verb		plafonner	0.10
puissamment	mächtig	words	C2	adverb		puissamment	0.10
la pulsion	Trieb	words	C2	noun	feminine	pulsion	0.10
le quolibet	Witzelei	words	C2	noun	masculine	quolibet	0.10
scanner	scannen	words	C2	verb		scanner	0.10
la scintigraphie	Szintigrafie	words	C2	noun	feminine	scintigraphie	0.10
soudoyer	bestechen	words	C2	verb		soudoyer	0.10
le thon	Thunfisch	words	C2	noun	masculine	thon	0.10
la thrombose	Thrombose	words	C2	noun	feminine	thrombose	0.10
touiller	rühren	words	C2	verb		touiller	0.10
transgresser	missachten	words	C2	verb		transgresser	0.10
la turbine	Turbine	words	C2	noun	feminine	turbine	0.10
l' urine	Harn	words	C2	noun	feminine	urine	0.10
voiler	verhüllen	words	C2	verb		voiler	0.10
annuellement	jährlich	words	C2	adverb		annuellement	0.07
avare	geizig	words	C2	adjective		avare	0.07
Cassis	Cassis	words	C2	noun		cassis	0.07
le collet	Hals	words	C2	noun	masculine	collet	0.07
composant	Bauteil	words	C2	adjective	masculine	composant	0.07
le consortium	Konsortium	words	C2	noun	masculine	consortium	0.07
le daim	Damhirsch	words	C2	noun	masculine	daim	0.07
l' encens	Weihrauch	words	C2	noun	masculine	encens	0.07
enfantin	kindlich	words	C2	adjective		enfantin	0.07
fausser	fälschen	words	C2	verb		fausser	0.07
l' homophonie	Homophonie	words	C2	noun	feminine	homophonie	0.07
humoriste	Komiker	words	C2	adjective		humoriste	0.07
l' imitateur	Nachahmer	words	C2	noun	masculine	imitateur	0.07
l' imitation	Imitat	words	C2	noun	feminine	imitation	0.07
implicite	implizit	words	C2	adjective		implicite	0.07
inexact	ungenau	words	C2	adjective		inexact	0.07
l' instigateur	Anstifter	words	C2	noun	masculine	instigateur	0.07
la jacinthe	Hyazinthe	words	C2	noun	feminine	jacinthe	0.07
la mandarine	Mandarine	words	C2	noun	feminine	mandarine	0.07
le multiple	Vielfaches	words	C2	noun	masculine	multiple	0.07
le musc	Bisam	words	C2	noun	masculine	musc	0.07
la myrrhe	Myrrhe	words	C2	noun	feminine	myrrhe	0.07
l' ontologie	Ontologie	words	C2	noun	feminine	ontologie	0.07
oranger	Orangenbaum	words	C2	verb	masculine	oranger	0.07
l' overdose	Überdosis	words	C2	noun	feminine	overdose	0.07
le palimpseste	Palimpsest	words	C2	noun	masculine	palimpseste	0.07
le pollen	Pollen	words	C2	noun	masculine	pollen	0.07
la ruche	Rüsche	words	C2	noun	feminine	ruche	0.07
le santal	Sandelholz	words	C2	noun	masculine	santal	0.07
le sillage	Spur	words	C2	noun	masculine	sillage	0.07
subordonner	unterordnen	words	C2	verb		subordonner	0.07
tahitien	Tahitianisch	words	C2	adjective	masculine	tahitien	0.07
la transcription	Umschrift	words	C2	noun	feminine	transcription	0.07
trompeur	täuschend	words	C2	adjective		trompeur	0.07
le kiosquier	Kioskverkäufer	words	C2	noun	masculine	kiosquier	0.05
le mimosa	Mimose	words	C2	noun	masculine	mimosa	0.05
le module	Modul	words	C2	noun	masculine	module	0.05
le fief	Lehen	words	C2	noun	masculine	fief	0.05
fleuriste	Florist	words	C2	adjective		fleuriste	0.05
le Joseph	Josef	words	C2	noun	masculine	joseph	0.05
le silencieux	Auspufftopf	words	C2	noun	masculine	silencieux	0.05
triangulaire	dreieckig	words	C2	adjective		triangulaire	0.05
acclimater	akklimatisieren	words	C2	verb		acclimater	0.05
l' adjuvant	Adjuvans	words	C2	noun	masculine	adjuvant	0.05
alcoolique	alkoholisch	words	C2	adjective		alcoolique	0.05
Alsacien	Elsässer	words	C2	adjective	masculine	alsacien	0.05
ambitieux	ehrgeizig	words	C2	noun		ambitieux	0.05
l' ambivalence	Ambiguität	words	C2	noun	feminine	ambivalence	0.05
l' annulation	Abolition	words	C2	noun	feminine	annulation	0.05
l' assimilation	Assimilation	words	C2	noun	feminine	assimilation	0.05
l' aubade	Ständchen	words	C2	noun	feminine	aubade	0.05
l' avertissement	Ruge	words	C2	noun	masculine	avertissement	0.05
avoir	haben	words	C2	noun		avoir	0.05
le bison	Bison	words	C2	noun	masculine	bison	0.05
bouquiniste	Antiquariat	words	C2	noun		bouquiniste	0.05
la camaraderie	Kameradschaft	words	C2	noun	feminine	camaraderie	0.05
la caricature	Zerrbild	words	C2	noun	feminine	caricature	0.05
le central	zentral	words	C2	noun	masculine	central	0.05
le cerisier	Kirschbaum	words	C2	noun	masculine	cerisier	0.05
le chromosome	Chromosom	words	C2	noun	masculine	chromosome	0.05
cocu	betrogen	words	C2	adjective		cocu	0.05
le coloris	Kolorit	words	C2	noun	masculine	coloris	0.05
le compteur	Zähler	words	C2	noun	masculine	compteur	0.05
conciliant	verträglich	words	C2	adjective		conciliant	0.05
corroborer	stärken	words	C2	verb		corroborer	0.05
le delta	Delta	words	C2	noun	masculine	delta	0.05
diagnostiquer	diagnostizieren	words	C2	verb		diagnostiquer	0.05
disquaire	Plattengeschäft	words	C2	noun		disquaire	0.05
la dynamite	Dynamit	words	C2	noun	feminine	dynamite	0.05
l' escrime	Fechten	words	C2	noun	feminine	escrime	0.05
le figurant	Statist	words	C2	noun	masculine	figurant	0.05
le flamant	Flamingo	words	C2	noun	masculine	flamant	0.05
fugitif	flüchtig	words	C2	adjective		fugitif	0.05
la garance	Krapp	words	C2	noun	feminine	garance	0.05
la garrigue	Garigue	words	C2	noun	feminine	garrigue	0.05
humaniste	Humanist	words	C2	noun		humaniste	0.05
immoral	sittenlos	words	C2	adjective	masculine	immoral	0.05
l' indispensable	Allernotwendigste	words	C2	noun	masculine	indispensable	0.05
irresponsable	unverantwortlich	words	C2	adjective		irresponsable	0.05
la jumelle	Fernglas	words	C2	noun	feminine	jumelle	0.05
le krach	Krach	words	C2	noun	masculine	krach	0.05
la limonade	Limonade	words	C2	noun	feminine	limonade	0.05
le massacre	Blutbad	words	C2	noun	masculine	massacre	0.05
la meute	Bande	words	C2	noun	feminine	meute	0.05
monorail	Einschienenbahn	words	C2	adjective	masculine	monorail	0.05
le monoski	Monoski	words	C2	noun	masculine	monoski	0.05
morphologique	morfologisch	words	C2	adjective		morphologique	0.05
le mouflon	Mufflon	words	C2	noun	masculine	mouflon	0.05
la noisette	Haselnuß	words	C2	noun	feminine	noisette	0.05
le parapente	Gleitschirm	words	C2	noun	masculine	parapente	0.05
la patinoire	Eisbahn	words	C2	noun	feminine	patinoire	0.05
le pingouin	Alk	words	C2	noun	masculine	pingouin	0.05
publiquement	öffentlich	words	C2	adverb		publiquement	0.05
rapace	Raubvogel	words	C2	noun		rapace	0.05
le renfort	Verstärkung	words	C2	noun	masculine	renfort	0.05
le sari	Sari	words	C2	noun	masculine	sari	0.05
scandaliser	skandalisieren	words	C2	verb		scandaliser	0.05
la soucoupe	Untertasse	words	C2	noun	feminine	soucoupe	0.05
le superlatif	Superlativ	words	C2	noun	masculine	superlatif	0.05
la teinture	Färben	words	C2	noun	feminine	teinture	0.05
le tract	Flugblatt	words	C2	noun	masculine	tract	0.05
la varappe	Felsen erklettern	words	C2	noun	feminine	varappe	0.05
vulgaire	derb	words	C2	adjective		vulgaire	0.05
l' alpage	Alm	words	C2	noun	masculine	alpage	0.05
fleuriste	Florist	words	C2	noun		fleuriste	0.05
la nacre	Perlmutt	words	C2	noun	feminine	nacre	0.05
l' opale	Opal	words	C2	noun	feminine	opale	0.05
le kiwi	Kiwi	words	C2	noun	masculine	kiwi	0.05
le troubadour	Trobador	words	C2	noun	masculine	troubadour	0.05
amicalement	freundschaftlich	words	C2	adverb		amicalement	0.05
astronomique	astronomisch	words	C2	adjective		astronomique	0.05
la baba	Baba	words	C2	noun	feminine	baba	0.05
biennal	zweijährlich	words	C2	adjective		biennal	0.05
braiser	dünsten	words	C2	verb		braiser	0.05
Camembert	Camembert	words	C2	noun		camembert	0.05
climatiser	temperieren	words	C2	verb		climatiser	0.05
coco	Roter	words	C2	adjective	masculine	coco	0.05
la confiserie	Konditorei	words	C2	noun	feminine	confiserie	0.05
couvert	Besteck	words	C2	adjective	masculine	couvert	0.05
la crampe	Krampf	words	C2	noun	feminine	crampe	0.05
la dorade	Brasse	words	C2	noun	feminine	dorade	0.05
le labyrinthe	Labyrinth	words	C2	noun	masculine	labyrinthe	0.05
lapidaire	Steinschneider	words	C2	adjective		lapidaire	0.05
le macaron	Macaron	words	C2	noun	masculine	macaron	0.05
Malien	Malierin	words	C2	adjective	masculine	malien	0.05
paradisiaque	paradiesisch	words	C2	adjective		paradisiaque	0.05
peureux	bang	words	C2	adjective		peureux	0.05
pompiste	Tankwart	words	C2	noun		pompiste	0.05
le poney	Pony	words	C2	noun	masculine	poney	0.05
propager	weitererzählen	words	C2	verb		propager	0.05
la quenelle	Knödel	words	C2	noun	feminine	quenelle	0.05
la reinette	Renette	words	C2	noun	feminine	reinette	0.05
la sandale	Sandale	words	C2	noun	feminine	sandale	0.05
sommaire	Übersicht	words	C2	adjective	masculine	sommaire	0.05
Soudanais	Sudanese	words	C2	adjective	masculine	soudanais	0.05
succulent	saftig	words	C2	adjective	masculine	succulent	0.05
tapisser	beziehen	words	C2	verb		tapisser	0.05
la traite	Melken	words	C2	noun	feminine	traite	0.05
la typographie	Typografie	words	C2	noun	feminine	typographie	0.05
le battoir	Bleuel	words	C2	noun	masculine	battoir	0.05
la charrue	Pflug	words	C2	noun	feminine	charrue	0.05
le cultivateur	Bauer	words	C2	noun	masculine	cultivateur	0.05
goutter	tröpfeln	words	C2	verb		goutter	0.05
le mordant	Mordent	words	C2	noun	masculine	mordant	0.05
la pioche	Hacke	words	C2	noun	feminine	pioche	0.05
le plaignant	Kläger	words	C2	noun	masculine	plaignant	0.05
le sas	Sien	words	C2	noun	masculine	sas	0.04
contondant	stumpf	words	C2	adjective		contondant	0.04
l' abstention	Abstinenz	words	C2	noun	feminine	abstention	0.04
acheteur	Abnehmer	words	C2	adjective	masculine	acheteur	0.04
adjuger	anweisen	words	C2	verb		adjuger	0.04
l' afflux	Flut	words	C2	noun	masculine	afflux	0.04
amaigrir	abmagern	words	C2	verb		amaigrir	0.04
amputer	abnehmen	words	C2	verb		amputer	0.04
appartenant	gehörig	words	C2	adjective		appartenant	0.04
automnal	herbstlich	words	C2	adjective	masculine	automnal	0.04
le badaud	Gaffer	words	C2	noun	masculine	badaud	0.04
bienheureux	selig	words	C2	adjective	masculine	bienheureux	0.04
braquer	verärgern	words	C2	verb		braquer	0.04
byzantin	byzantinisch	words	C2	adjective	masculine	byzantin	0.04
